username;name;sex;mail;birthdate;country;city;street;password
jeno86;Jakab Papp Szilvia;F;tithmarta@hotmail.com;1973-12-05;Hungary;Kecskemét;Szombathelyi tér 126.;TBo27ILlnEQl
bartagabriella;Vass Róbert Dániel;M;szilagyizoltan@gmail.com;1982-07-23;Hungary;Tamásivár;Petőfi sándor utca 92.;zpgWNW6dug8i
anikinagy;M. Fábián Edit;F;milan48@gmail.com;1987-10-20;Hungary;Mezőtamásivára;Békéscsabai utca 19.;8v3IG4tB3ElA
itamas;Dr. Tóth József;M;laurakiraly@yahoo.com;1970-09-08;Hungary;Hajdúkeresztnádasd;Váctóti utca 50.;GMZ7uOrf32AY
peter10;Kiss István;M;chajdu@gmail.com;1995-11-20;Hungary;Budapest;Fürdővárosi utca 70.;9UYgDyboSkUl
krisztoferhegedus;Novák Katona Tibor;M;ghegedus@gmail.com;1972-08-15;Hungary;Mártonvára;Kossuth utca 1.;Y9eNdils7BY5
irma58;Dr. J. Nagy István;M;minikaszoke@yahoo.com;1949-06-01;Hungary;Hetvenfalu;Nyírmártoni utca 105.;oqNpoHkj9C1y
bolah;Soós Katalin Márta;F;tivadarvaradi@hotmail.com;1935-06-24;Hungary;Falu;Lajosi utca 84.;7Ep2npcQEZOT
kristif24;Nagyné Jakab Mária;F;galzoltan@yahoo.com;2013-02-05;Hungary;Székharaszti;Szenthetveni utca 141.;PC2gBXPgx3Oe
ferenc12;Juhász I. Bianka;F;horvathistvan@gmail.com;2013-05-01;Hungary;Dunakeszi;Béke utca 61.;4eCh85YPlAOE
gyorgy99;J. Kovács Ferenc;M;pintersandor@gmail.com;2001-11-11;Hungary;Veszprém;Ózdi utca 29.;x5HgkdIY2FGk
vargatunde;Dr. Kovácsné Nagy Anita;F;agnesszabi@gmail.com;1987-02-22;Hungary;Nagykanizsa;Dózsa györgy utca 117.;0qvNkVIj2nVI
galmaria;Papp Dominikné;F;nikolett45@gmail.com;1958-12-13;Hungary;Érd;Bajai tér 38.;xQKrnI8q5DBd
csongorvarga;Varga L. Róbert;M;kocsismaria@yahoo.com;1965-09-16;Hungary;Hídharaszti;Szabadság tér 185.;anSkgpuJ2SBG
szekelyjizsef;Dr. Kovács Molnár Tivadar;M;molnarerzsebet@yahoo.com;1933-08-15;Hungary;Kistapolcavárad;Budapesti utca 11.;7uJvp3n6Me54
martinpinter;S. Horváth Károly;M;janos11@yahoo.com;1998-07-14;Hungary;Ligetnádasd;József attila utca 14.;1D7zPbGyOdXP
henrietta57;Sándor Szabó Éva;F;mariaszabi@yahoo.com;1934-08-24;Hungary;Ligetháza;Hídházai utca 217.;loA8Qc8xonkH
gabriellafazekas;Dr. D. Gál Lajos;M;kisszoltan@hotmail.com;1939-04-16;Hungary;Szigetszentmiklós;Szigetszentmiklósi utca 101.;yYXXGBRt5Ezg
julianna88;Dr. Simon József;M;tlakatos@gmail.com;1987-10-24;Hungary;Magyarhátfalu;Bajai utca 185.;1P61DIqDEZW7
gaborlaszli;Prof. Dr. Vargané Antal Gabriella;F;ckovacs@yahoo.com;1931-06-19;Hungary;Nyírmártonvég;Petőfi sándor tér 149.;HRFeS6WsPux4
nemethjudit;Nagy G. Barbara;F;szilagyieszter@gmail.com;1978-02-20;Hungary;Érd;Békéstóti utca 132.;mILZDnt7VyD6
ildiki10;Bodnár Orbán Gábor;M;anna22@hotmail.com;1969-09-24;Hungary;Mosonmagyaróvár;Miskolci tér 226.;H6Qmynd5P7S4
adam78;Dr. Antal M. Csaba;M;dlakatos@hotmail.com;1973-05-29;Hungary;Ligetkövesd;Szabadság utca 248.;2wgjFVtK8xun
jfekete;Soós Varga Béla;M;bnemeth@gmail.com;1912-01-02;Hungary;Székvára;Arany jános utca 54.;pAkpxoxV3BD8
smate;Szabóné Dr. Soós Csilla;F;levente37@hotmail.com;1924-09-22;Hungary;Pécs;Hátfalui út 27.;96OrNgNE98CU
juliannaborbely;Kiss K. Katalin;F;katalinsimon@gmail.com;1982-11-01;Hungary;Mindszentvég;Székesfehérvári tér 156.;hMgnUy265Xxq
istvan63;Prof. Dr. Horváth Ernő Martin;M;szabimaria@yahoo.com;2016-04-28;Hungary;Nyékszékkőrös;Györgyváradi tér 209.;fVBP4CIgq6w3
tmagyar;Dr. Török Nóra Ilona;F;lvarga@gmail.com;1967-11-10;Hungary;Szombathely;Arany jános utca 59.;AAm6zVB37kng
andrea33;B. Németh József;M;pvarga@gmail.com;1929-05-08;Hungary;Dunakeszi;Béke utca 244.;u8Abt13O3d1X
dlukacs;Hegedűs Péter Károly;M;dirakovacs@yahoo.com;1978-10-14;Hungary;Ózd;Petőfi sándor tér 116.;m4dQUdDv5GPv
nkerekes;J. Varga János;M;gpapp@hotmail.com;1928-07-02;Hungary;Híddevecser;Szenttóti utca 143.;hso65tyl0PNQ
iborbely;Sipos Molnár István;M;inemes@gmail.com;2008-04-09;Hungary;Mátrahídharaszti;Ligethidai utca 96.;AAMjZo3To6Ri
balogheszter;B. Katona Árpád;M;erzsebetszoke@gmail.com;1968-08-22;Hungary;Budapest;Hetvendevecseri utca 222.;KtGyqTnoTAA5
dudasbela;D. Simon Zoltán;M;jvoros@hotmail.com;1977-08-13;Hungary;Mosontótvég;Szerbtóti utca 94.;3LCVjKhAxz5o
erzsebetsimon;Dr. Boros Viktorné Balogh Renáta;F;katalin27@yahoo.com;1925-05-28;Hungary;Szentmártonhalas;Oroszgyörgyi tér 27.;FCj6NBggo4mc
dlakatos;Molnárné Dr. Pintér Anna;F;mariakiss@yahoo.com;1970-07-08;Hungary;Cegléd;Szabadság utca 30.;ScRqeZvxb4QF
richarddeak;Farkas Antal;M;ferencszabi@hotmail.com;1997-07-12;Hungary;Pilisszékvára;Kossuth utca 193.;JlFLMbQfXw7F
minika03;Szabóné Soós Erzsébet;F;molnargabor@hotmail.com;1996-04-16;Hungary;Szombathely;Dózsa györgy út 155.;6WbL6pRw9WkA
lajos47;Fülöp Bence Péter;M;ribertmezei@yahoo.com;2010-10-14;Hungary;Magyarszékfalva;Szombathelyi utca 144.;4QwkmrCDjhYe
ajakab;V. Fülöp Margit;F;fazekashanna@gmail.com;1997-04-08;Hungary;Ózd;Arany jános utca 143.;xUHv3UvI4D3K
nagyeszter;Kovács Mária;F;agnesnemeth@yahoo.com;1967-04-15;Hungary;Nagygyörgyvár;Somogyi utca 76.;50KFiNmBi1e0
rszalai;Molnárné Dr. Oláh Andrea;F;krisztianszabi@hotmail.com;1915-02-08;Hungary;Dunaújváros;Ceglédi utca 126.;87YgdpzRbkkM
maria06;Dr. Székely Róza;F;rmajor@gmail.com;2021-06-04;Hungary;Vác;Ligetvárai út 240.;fNYX7gRS0Omn
janospeter;Oláh A. János;M;marianemeth@gmail.com;1999-03-03;Hungary;Kishetvennémeti;Kuntamásii utca 57.;0m8TIPohpnse
zsuzsannatith;Dr. Bodnárné Kovács Gréta;F;marklengyel@hotmail.com;1964-10-04;Hungary;Tamásikőrös;Petőfi tér 73.;JZyCatqu2vAd
zoltannagy;Dr. B. Horváth Erzsébet;F;krisztina65@gmail.com;2009-06-05;Hungary;Drávagyörgyháza;Petőfi utca 181.;22pAzziKoJB7
gergo77;Hegedüs Varga Ernő;M;mariakovacs@yahoo.com;1930-05-26;Hungary;Salgótarján;Székvárai utca 56.;eXkrUUXlc3yl
kovacsbalint;Farkasné Dr. Molnár Éva;F;peter19@hotmail.com;1988-08-25;Hungary;Kecskemét;Dózsa györgy tér 112.;EMGB3y6f31cs
feketenorbert;Balázsné Dr. Kis Erzsébet;F;yszabi@yahoo.com;1910-05-02;Hungary;Szenthetvenvárad;Ligetkőrösi tér 30.;y2QhNvk7PBWf
szilviapapp;Dr. Nagy Marcellné;F;yvarga@gmail.com;2024-09-08;Hungary;Vácfürdővára;Békéscsabai utca 19.;57Pq2dFbQW6V
gyula98;Kovács László Bálint;M;jeno80@hotmail.com;1918-04-18;Hungary;Tapolcadevecser;Ligetnémetii utca 89.;6HZQGetEQ3u0
davidbakos;Hegedűs Takács Rebeka;F;xfaragi@gmail.com;2016-11-26;Hungary;Vácszékberény;Bácshídi utca 9.;VmD2frnf5dLD
farkasminika;Dr. Deák J. György;M;laszlinagy@yahoo.com;1969-08-16;Hungary;Mosonmagyaróvár;Dózsa györgy utca 21.;csPQPDbRS9TF
hanna49;Dr. Farkas Tamás Tamás;M;szabidorottya@yahoo.com;1937-02-12;Hungary;Mártonnádasd;Hídvégi utca 224.;l2dTFs9Cijq7
laszlibogdan;Dr. Kovács Lászlóné Sándor Tünde;F;szabiistvan@hotmail.com;1979-09-06;Hungary;Felsőmellékvég;Rácfürdői utca 250.;lJb2u23K9aAS
fuloplajos;Orsós Bakos Marianna;F;istvan71@hotmail.com;1977-07-27;Hungary;Szigetszentmiklós;Keresztváradi utca 126.;VkGMw3zQ9PAt
csongor06;Baloghné Szalai Nóra;F;vereserzsebet@yahoo.com;1923-12-30;Hungary;Cegléd;Veszprémi tér 52.;hbtLXBuBrG14
nagyjulia;Horváth Attilané Csonka Dorina;F;irensipos@hotmail.com;1980-07-23;Hungary;Fürdőhida;Tiszaháti utca 243.;F26iisFQLpXb
zsuzsanna76;Dr. Bálintné Szilágyi Zsuzsanna Ildikó;F;jbognar@gmail.com;1953-06-24;Hungary;Belsőnádasd;Hajdúszéki utca 179.;a4xPoHmiaxEH
tibor41;Dr. Pataki Gizella Judit;F;laszli16@yahoo.com;1967-10-12;Hungary;Szolnok;Szombathelyi tér 137.;V79vvDhmutyL
ilona25;Dr. Horváth T. Szabolcs;M;szalaizsolt@hotmail.com;2013-04-21;Hungary;Szigetszentmiklós;Törökligeti utca 83.;6UfpDqej6az3
marta63;Németh Imre Gábor;M;vivien22@gmail.com;1999-08-05;Hungary;Győr;Lajostóti köz 48.;n7PjsihI0pDV
juliannafabian;Simonné Dr. Szűcs Ilona Edit;F;matyasjuhasz@gmail.com;1914-09-22;Hungary;Székapáti;Györgyfalui utca 186.;t2ZC7f58d3TG
andrea17;Á. Horváth Attila;M;geza05@yahoo.com;1922-05-01;Hungary;Tamásiberény;Békéscsabai út 23.;UUqCzfZosQ20
maria20;Rácz Orbán Ágnes;F;nagygizella@hotmail.com;1924-02-26;Hungary;Hajdúligetháza;Bajai utca 32.;rUM5yWqI06dE
janos56;Dr. J. Tóth László;M;lfodor@hotmail.com;2005-09-20;Hungary;Belsőtamásifa;Alsótóti út 41.;QXBUW6nsPs2B
ymajor;Prof. Dr. T. Horváth Erzsébet;F;adamhorvath@hotmail.com;2017-04-02;Hungary;Budahetvennádasd;Felsőkereszti utca 99.;2lDizmRs53FJ
marton85;Nagy László György;M;tamassimon@hotmail.com;1934-03-14;Hungary;Tamásikövesd;Váradi utca 128.;Muv7FbVmfErn
antal27;Dr. Bogdán A. Erzsébet;F;csillaszabi@hotmail.com;1962-12-10;Hungary;Hátnádasd;Tiszatapolcai utca 220.;7Xel76RwZkE7
lakatosdaniel;Nagy Gál Klaudia;F;irendudas@yahoo.com;1974-02-24;Hungary;Keresztfalu;Nagykanizsai utca 126.;G9w4hZbf7dCT
iszekeres;Papp Dávidné Kovács Julianna;F;dvarga@gmail.com;2004-05-06;Hungary;Székfa;Mátratamásii utca 198.;1af4hgixytWG
ujuhasz;Varga Gergő;M;katalin38@yahoo.com;1967-03-22;Hungary;Salgótarján;Keresztváradi utca 228.;k1eSGtgI0OJL
istvan41;Katona Virág Sándor;M;abalint@yahoo.com;1925-08-24;Hungary;Békéstapolcavára;Ady endre utca 10.;PN3iIjqiRWdI
varadimark;Dr. Fodor Szabó Viktória;F;agnes25@gmail.com;2014-10-05;Hungary;Vác;Ady endre utca 81.;g7KIkBpu5eQD
mkerekes;Kovácsné Dr. Kovács Zita;F;mariafekete@hotmail.com;1971-03-07;Hungary;Hídfa;Szabadság utca 170.;0HcPY2eOGJCf
marialakatos;Tóth Ottó;M;szabialexandra@yahoo.com;1982-11-04;Hungary;Kereszthida;Béke utca 192.;Jf53qTksd1bL
ipinter;Simon Béla;M;jizsefkelemen@gmail.com;2005-09-09;Hungary;Mosonmártonvára;Székesfehérvári utca 195.;2W4pPNse6FEf
fabianpiroska;Tóth Attila;M;horvathzsuzsanna@hotmail.com;1967-05-12;Hungary;Oroszgyörgyfa;Mellékapátii utca 101.;J5o1JXRa68YH
efabian;I. Varga Viktória;F;aranka38@hotmail.com;1922-01-15;Hungary;Budapest;Hátváradi utca 62.;XJUBa2xjvN14
viktiria65;Dr. Faragó Szabó Norbert;M;anita59@hotmail.com;1998-10-21;Hungary;Tapolcanádasd;Alsómártoni út 58.;22EuRAdbptqM
ildiki54;Dr. Balogh Márk Kálmán;M;iren41@hotmail.com;2012-09-18;Hungary;Hetvennádasd;Hídnádasdi út 246.;tsOjDhhT7Q2n
epasztor;Németh Ernő;M;edit24@gmail.com;1920-11-03;Hungary;Győr;Tapolcaberényi utca 223.;B3rE6OyY4218
jbiri;Ráczné Dr. Kovács Dorottya;F;ttith@hotmail.com;2020-05-23;Hungary;Érd;Oroszkereszti tér 79.;Ty7Mt2hNuAcV
laszli21;Sárköziné Dr. Kis Luca Erzsébet;F;sandor27@gmail.com;1915-05-14;Hungary;Tatabánya;Szegedi utca 66.;giFBkGgF1E5p
apal;Németh G. Ádám;M;jizsef81@gmail.com;1929-06-28;Hungary;Tamásivára;Váci utca 173.;7C0ztQeyWFzC
anikijakab;Simonné Magyar Rita;F;milanszilagyi@yahoo.com;2022-12-16;Hungary;Hátvár;Ligetdevecseri utca 136.;5w28TvYY5ZeR
lakatosilona;A. Tóth Péter;M;juhaszzsifia@hotmail.com;1947-04-20;Hungary;Hajdúmártonvég;Dunakeszii utca 60.;kkX64VfjU0Ie
otti59;Molnár Vass Ádám;M;bartaferenc@hotmail.com;1984-08-23;Hungary;Hátvára;Dunaújvárosi utca 172.;M0hKKNmgjFE7
zsolt16;Orosz Tóth Lajos;M;szilagyimagdolna@yahoo.com;1915-10-24;Hungary;Ligetvég;Tótfalvai utca 92.;P3ZWDZdnZZdf
eniko34;Szabóné Horváth Virág;F;ipinter@yahoo.com;1978-08-10;Hungary;Bakonyhetvenvára;Tapolcahalasi utca 29.;Xp38ANch8kbe
gabriellailles;T. Mészáros Győző;M;lukacsjudit@gmail.com;1924-03-08;Hungary;Mártonbánya;Dunakeszii tér 231.;0tIdgZZs9Qu7
andrea83;Horváth Bencené Horváth Erzsébet;F;eniko52@gmail.com;1941-08-28;Hungary;Nyékszékhida;Bajai utca 168.;SCXkRdtyo6z8
tithalexandra;Dr. Török Jánosné;F;erzsebetkis@yahoo.com;1980-06-11;Hungary;Ligetváros;Béke utca 212.;3XYyvncZzFnx
maria87;Dr. Horváth Sándorné Gál Erzsébet;F;gaborfodor@yahoo.com;1944-06-26;Hungary;Eger;Székdevecseri utca 14.;LrFTNZVF4Gcm
zoltandudas;Dr. Szilágyi F. Ilona;F;szilvia47@gmail.com;2017-06-09;Hungary;Keresztvára;József attila utca 86.;63RU09jA2LnN
petra45;Dr. Kovács Lakatos Attila;M;kisstibor@gmail.com;1912-05-25;Hungary;Békéscsaba;Nyékgyörgyi utca 220.;60qWT7LkIHVC
gizellaszekely;Dr. Molnár Farkas Zsolt;M;martonszabi@yahoo.com;1923-02-05;Hungary;Szeged;Szigetszentmiklósi út 57.;8A3QCeYdHZdW
plakatos;Dr. Szabó Lászlóné;F;viktiria76@hotmail.com;1972-05-04;Hungary;Mosonhetvenfalu;Székapátii utca 137.;3a0CSwod9l4c
raczviktiria;Z. Orsós Miklós;M;ibolyalakatos@yahoo.com;1981-02-28;Hungary;Mosonhídhida;Arany jános utca 80.;5PVAnc99iFRr
imresimon;Dr. Németh András Tibor;M;zbogdan@yahoo.com;1969-10-20;Hungary;Pécs;Tamásivégi utca 188.;9eCYfNiCu8AF
tithiren;Dr. Pásztor Ferenc Dávid;M;gnagy@gmail.com;1988-01-10;Hungary;Újtapolcahida;Petőfi utca 219.;WaK93lzOFC3f
ildiki32;Dr. K. Péter Mihály;M;npapp@gmail.com;2018-11-30;Hungary;Baja;Keresztvégi utca 172.;ZTs0xw0Y0FcS
bence87;Halász Varga Anna;F;nagyzsolt@gmail.com;1930-05-09;Hungary;Bácsfürdőháza;Bakonytóti út 117.;aL6yBZky8tqB
bognarerzsebet;Nagy Györgyi Gyöngyi;F;erzsebetbakos@hotmail.com;1935-01-08;Hungary;Ráctamásikőrös;Szombathelyi utca 162.;O4FWDDJkz06x
martinnemeth;Varga Istvánné;F;evatakacs@gmail.com;1997-12-31;Hungary;Fürdőhida;Kecskeméti utca 1.;4515x5roOnlS
gyula03;Molnár Brigitta Mária;F;titherzsebet@hotmail.com;1952-11-02;Hungary;Szolnok;Pusztahetveni utca 199.;oCx7pUBUA4Ia
borosreka;Dr. Takács Nagy Marianna;F;magyarimre@hotmail.com;1922-06-29;Hungary;Mindszentharaszti;Némethetveni utca 62.;Dci4be5zm3DT
martatith;Kovács Szabó Ákos;M;vorosjizsef@yahoo.com;1931-02-07;Hungary;Eger;Dózsa györgy utca 30.;iMCRTaBu5T17
roland90;Pásztor T. Lajos;M;kovacsmaria@hotmail.com;1973-08-15;Hungary;Nagykeresztnémeti;Mellékházai utca 157.;ZpPKVsiu7VUy
ogaspar;Márton L. Norbert;M;gabor91@yahoo.com;1971-05-02;Hungary;Fürdődevecser;Pécsi tér 32.;21ANubDbuZd9
emma15;Nagy Enikő Adrienn;F;bartaattila@hotmail.com;1962-11-19;Hungary;Nagykanizsa;Lajosmindszenti utca 97.;6M7gHqKSeYQt
balintjulianna;Dr. Varga József László;M;xszabi@yahoo.com;1994-05-11;Hungary;Újhátnádasd;Kossuth tér 135.;8DNpBrsSBZrq
anita91;Lengyelné Takács Emese;F;pintertibor@hotmail.com;1949-04-28;Hungary;Vác;Petőfi sándor utca 196.;S6DDrsAPIJBd
janos34;Dr. V. Szabó Jolán;F;whorvath@hotmail.com;2016-06-17;Hungary;Hídfa;Ceglédi utca 225.;SXg858AOdcKo
andras88;Szabó A. Zoltán;M;horvathlaszli@hotmail.com;2017-08-26;Hungary;Nyíregyháza;Pusztahetveni utca 125.;WkNiQxPa1lEx
tamas32;Kovács Bélané;F;maria38@hotmail.com;1931-02-21;Hungary;Ózd;Petőfi sándor utca 33.;cT3NZ9ySj66L
tithjulianna;Kiss T. Márk;M;erzsebet29@yahoo.com;1915-04-27;Hungary;Nyíregyháza;Hetvenberényi utca 204.;i7swMaz81SrD
nira95;Á. Major Áron;M;molnarreka@gmail.com;2000-08-02;Hungary;Nyékmindszentvár;Mellékfalui tér 234.;a8t7pMLxCGg1
gyongyi59;Szabó Szabó Zoltán;M;ilona81@yahoo.com;2015-07-15;Hungary;Salgótarján;Mindszentnádasdi utca 132.;jANVTXgZd7Q0
feketepeter;Dr. G. Juhász Gyula;M;etith@hotmail.com;1950-10-21;Hungary;Cegléd;Arany jános utca 109.;Vhj0dhiV4Nik
siposkrisztina;Varga Gáborné;F;petervarga@hotmail.com;1976-05-25;Hungary;Mártonvár;Lajosmindszenti utca 224.;y4nXOJaii7mf
laszlivarga;Prof. Dr. Somogyi Jánosné;F;ilonanemeth@gmail.com;1978-08-15;Hungary;Rácmellékfalva;Mártonfalvai tér 54.;Wb0TRsej5ucA
anettkovacs;P. Varga János;M;nemethtamas@yahoo.com;1991-02-23;Hungary;Békéscsaba;Debreceni út 112.;p5zzIAWehr12
geza60;Horváth E. Éva;F;nemethzsuzsanna@yahoo.com;1958-02-28;Hungary;Eger;Bácsi utca 130.;6QvliKkA3F6o
peter60;Dr. Kovácsné Molnár Margit;F;renatabudai@gmail.com;2008-01-07;Hungary;Törökgyörgynémeti;Debreceni utca 189.;99w7Chv0mlFl
fazekasmaria;Nagy Endrené;F;nemethmate@hotmail.com;2002-11-12;Hungary;Mindszentbánya;Budapesti utca 185.;EjQDsnddya84
gaborjinas;Molnár Éva;F;iren40@hotmail.com;1991-11-20;Hungary;Bácsligetharaszti;Bakonykereszti utca 81.;b0Qkm9ETPGeq
juditkiss;Takács P. Ferenc;M;xlakatos@hotmail.com;1981-11-02;Hungary;Békéscsaba;Felsőtapolcai utca 241.;1SKVSPnjO4n6
ycsonka;C. Szücs Csaba;M;janos19@hotmail.com;2019-03-29;Hungary;Fürdőháza;Tapolcavárai utca 92.;civ4CfkGH937
vincenemeth;Mezei Ágnes Gabriella;F;attilabalazs@hotmail.com;2022-01-19;Hungary;Magyarfürdővára;Kaposvári utca 89.;0Kz2hvvjuoBA
attila14;Székely Zoltán Zoltán;M;kocsiskristif@gmail.com;1909-11-12;Hungary;Felsőkeresztvár;Váci utca 217.;1qVyjyfKJOZU
ibolyanagy;Dr. Szilágyi Kocsis Zoltán;M;dvarga@gmail.com;1947-09-05;Hungary;Székhida;Budai utca 186.;rptaVu2cawR7
timea86;Z. Kovács Gábor;M;wkovacs@hotmail.com;1961-10-27;Hungary;Mártonbánya;Kaposvári utca 40.;a5McF3M5ZJjl
istvanjinas;Szilágyi Zsuzsanna Eszter;F;flengyel@gmail.com;1972-05-06;Hungary;Székbánya;Kismindszenti utca 116.;7BpoFELLmh22
barnabas47;Z. Tóth Zalán;M;jhorvath@hotmail.com;1995-01-18;Hungary;Dunaújváros;Dunaújvárosi utca 100.;6xXSVm6q1GSa
vilmos67;Dr. Horváth Máténé;F;hszabi@gmail.com;1939-03-19;Hungary;Mellékkőrös;Hátfai utca 128.;2QXspvNUFgbu
jizsef73;Kovács Kiss István;M;veronika14@hotmail.com;1917-06-10;Hungary;Mellékbánya;Debreceni utca 42.;DSLOHFYmEa8i
istvan09;Péter Zsombor;M;laszliorosz@hotmail.com;2024-06-22;Hungary;Némethetvenháza;Bakonytóti utca 28.;9AbbWkXgzV4H
rvarga;Lakatos Szabó Ilona;F;gyorgy46@hotmail.com;2019-01-29;Hungary;Szigetszentmiklós;Újgyörgyi utca 181.;IGqGzvp55JDb
gabor13;Dr. Tóth Szilágyi Áron;M;szabitamas@hotmail.com;2000-09-08;Hungary;Tótkőrös;Tamásiberényi tér 17.;ekOYjCdS8AFA
horvathdavid;László Dávidné Nagy Andrea;F;eszter52@hotmail.com;2021-05-30;Hungary;Budaligetkőrös;Székapátii út 13.;MorYPKlrJoz3
hajnalka82;Kovácsné Dr. Molnár Krisztina;F;juliannavoros@yahoo.com;1979-12-20;Hungary;Hódmezővásárhely;Végi utca 82.;0KFtksa42XjT
edit03;Tóth Nóra;F;jizsef94@gmail.com;1976-06-21;Hungary;Pilisszékbánya;Hátfalui utca 37.;SBCXXw9w2K0J
kovacszsolt;Nagy Etelka Dorina;F;richardhorvath@gmail.com;2005-07-09;Hungary;Lajoshátnádasd;Arany jános utca 62.;X9343eyRASVQ
juditnemeth;M. Pintér Zsolt;M;martonpap@gmail.com;1946-10-02;Hungary;Borsodkeresztfalva;Tatabányai utca 18.;l6o1Kyz49ozT
tamas60;Rácz Zoltán Tamás;M;rpal@yahoo.com;1985-06-14;Hungary;Cegléd;Budaligeti utca 159.;mP00npSlTrVx
anettmolnar;Kovács B. Vince;M;kelementerez@gmail.com;1964-08-08;Hungary;Mártonvár;Ózdi tér 164.;MgcWDtIG82J5
katalin28;Dr. Szabó Zsolt;M;wnagy@gmail.com;1981-05-01;Hungary;Belsőkeresztvég;József attila utca 200.;nRbDhclScu6p
jazminnagy;Márton István István;M;feherjulianna@gmail.com;1963-12-16;Hungary;Szerbháthida;Tótkőrösi utca 146.;Y6laY8ZQ57WP
rozaliaszabi;Bálint Miklósné;F;tithzsuzsanna@hotmail.com;1960-01-22;Hungary;Hajdúhetvenfa;Ceglédi utca 186.;5BXsal9MhHsA
balazsmolnar;Sipos Horváth Tamás;M;filles@yahoo.com;1916-06-09;Hungary;Szeged;Ceglédi út 235.;1m0inbF7PET4
kisskristif;Kis Mezei Lajos;M;akos00@yahoo.com;1985-12-17;Hungary;Nyíregyháza;Tiszaháti út 161.;3rXCXLhkXt2E
qbalazs;Kelemen Jánosné Orosz Magdolna;F;andras04@hotmail.com;1945-07-30;Hungary;Belsőhetvenharaszti;Borsodligeti út 45.;MR99XhMWnfGm
vargakinga;Varga Varga Anita;F;nagyterezia@hotmail.com;1985-01-25;Hungary;Hetvenháza;Kossuth tér 24.;OaJOlFj2p3of
rmeszaros;Z. Kovács Imre;M;tithferenc@yahoo.com;2003-12-19;Hungary;Budahátfalu;Egyházashetveni utca 89.;dEQavt0q6Jk9
annabognar;Némethné Tóth Mariann;F;juditfekete@yahoo.com;1943-08-21;Hungary;Kishátfalu;Keresztfalui utca 163.;FC5nKNxNE85W
editmeszaros;R. Pap Norbert;M;mfabian@gmail.com;1916-01-10;Hungary;Budapest;Ady endre utca 104.;LPhkdQjo45iZ
piroska88;L. Szűcs Zsolt;M;laszlinagy@yahoo.com;2009-07-10;Hungary;Nyékmelléknádasd;Ady endre utca 203.;B8aXlt0QrBp4
laszli35;K. Vass István;M;dorottyanagy@yahoo.com;2023-01-12;Hungary;Lajosszékvár;Rácligeti utca 40.;cpQ77Fnml8CJ
pinterjizsef;Farkas János Béla;M;andrea09@gmail.com;1948-03-15;Hungary;Mosonhátfalva;Dózsa györgy utca 205.;3MgYwYdJflfD
miklis78;Fekete E. Ilona;F;rszilagyi@yahoo.com;2003-09-22;Hungary;Budapest;Tiszahídi utca 166.;ITgk0SpM2SnZ
piroska13;Dudás László Márk;M;gtith@gmail.com;1930-05-04;Hungary;Haraszti;Mezőtapolcai utca 159.;W8GeHkRuK2F9
ferencfarkas;G. Kiss Máté;M;molnarimre@yahoo.com;2018-03-10;Hungary;Tatabánya;Hátdevecseri utca 221.;KaKUcAdo28HD
laszli26;Jónás Istvánné;F;belanemeth@yahoo.com;1993-11-15;Hungary;Bakonyhíddevecser;Keresztkövesdi utca 63.;FTLk7yCb9i0t
erzsebetkelemen;Vincze Vörös Ágnes;F;takacszsolt@hotmail.com;1921-12-31;Hungary;Györgyfalva;Kunligeti utca 42.;2FZoe7TElcKh
minikanemeth;Dr. Papp S. Zoltán;M;zoltanhorvath@yahoo.com;2013-05-05;Hungary;Lajosgyörgyháza;Dózsa györgy utca 20.;l5orhItMjsJ1
kevin37;Horváth Imre;M;nagyjanos@gmail.com;1941-02-08;Hungary;Somogytamásifalva;Pilisszéki utca 102.;UNsHwEetyy5T
borbelymaria;Juhász Hanna;F;tithgabor@gmail.com;2001-07-29;Hungary;Győr;Magyarhídi utca 167.;EDraNXGvtZW2
rolandfabian;Varga A. Anikó;F;ifabian@hotmail.com;2023-01-31;Hungary;Győr;Németfürdői utca 226.;canYDDj93wDV
ribertolah;L. Kiss Dávid;M;tnemeth@hotmail.com;1962-03-25;Hungary;Mindszentkövesd;Kossuth utca 166.;89MqiXtH20Bb
lakatosminika;Szabó Miklós Máté;M;hajnalka61@yahoo.com;1982-11-29;Hungary;Nagytapolcavárad;Fai út 74.;iTOTFeiJ2AX1
nagyarpad;Dr. Balogh Noelné;F;katalindeak@yahoo.com;1955-05-24;Hungary;Pilisszékdevecser;Töröktóti utca 150.;e4SK7ilQNhbr
barnabas68;M. Orosz Adrián;M;zsifiabalint@gmail.com;1951-03-23;Hungary;Nagykanizsa;Petőfi út 196.;4ecAebRbWVA0
renata12;Kovácsné Szabó Margit Éva;F;hnemeth@yahoo.com;2004-02-04;Hungary;Hetvenvár;Hátváradi utca 161.;x2TfifwAcxnV
mate78;Dr. Márton Tamás;M;nagytibor@yahoo.com;2005-12-28;Hungary;Györgyfa;Hídkövesdi utca 106.;1jZcUwYq4T29
janosorosz;Simon Norbert;M;irma83@gmail.com;1914-03-21;Hungary;Kövesd;Fürdőházai utca 83.;bnCXSMyc6wz2
csonkanandor;Lakatos Nagy Lajos;M;ahorvath@gmail.com;2013-01-10;Hungary;Ózd;Ady endre utca 35.;81MP4jqZrY2A
